station_origin,station_destination,flows,population,jobs,distance
High Street Kensington,Park Royal,2,2159,1552,11126.69748566613
High Street Kensington,Parsons Green,24,2159,2711,3513.2952207340973
High Street Kensington,Perivale,0,2159,532,11694.299796731813
High Street Kensington,Piccadilly Circus,14,2159,13641,5198.629129920619
High Street Kensington,Pimlico,6,2159,5585,5495.219704126175
High Street Kensington,Pinner,0,2159,292,24186.96032751184
High Street Kensington,Plaistow,1,2159,1049,17354.064972508215
High Street Kensington,Preston Road,1,2159,411,17653.424599806385
High Street Kensington,Putney Bridge,21,2159,2494,4507.734057379574
High Street Kensington,Queen's Park,2,2159,2167,6991.237649487854
High Street Kensington,Queensbury,0,2159,439,20396.414730548422
High Street Kensington,Queensway,0,2159,1882,1598.9390139272639
High Street Kensington,Ravenscourt Park,8,2159,1895,4539.514973490425
High Street Kensington,Rayners Lane,0,2159,426,19617.41007688068
High Street Kensington,Redbridge,0,2159,198,23009.587450473482
High Street Kensington,Regent's Park,3,2159,3364,5891.43869448144
High Street Kensington,Richmond,26,2159,5397,11349.176607336096
High Street Kensington,Rickmansworth,0,2159,937,33547.61351685414
High Street Kensington,Roding Valley,0,2159,84,26240.088778831574
High Street Kensington,Royal Oak,0,2159,856,4546.719344170515
High Street Kensington,Ruislip,0,2159,257,23241.826115416887
High Street Kensington,Ruislip Gardens,0,2159,167,18318.927619428432
High Street Kensington,Ruislip Manor,0,2159,408,22562.94482226565
High Street Kensington,Russell Square,3,2159,5172,7278.180212569639
High Street Kensington,Seven Sisters,3,2159,10191,15058.89499519247
High Street Kensington,Shepherd's Bush,3,2159,9890,2572.0082336252935
High Street Kensington,Shepherd's Bush Market,0,2159,416,5144.274576951507
High Street Kensington,Sloane Square,64,2159,8229,2929.633013131409
High Street Kensington,Snaresbrook,0,2159,512,21819.885624181145
High Street Kensington,South Ealing,1,2159,670,10203.961177533496
High Street Kensington,South Harrow,0,2159,387,17811.881325832277
High Street Kensington,South Kensington,26,2159,15325,1756.42738758854
High Street Kensington,South Kenton,0,2159,261,13122.337998099949
High Street Kensington,South Ruislip,0,2159,289,17433.047846665242
High Street Kensington,South Wimbledon,0,2159,1361,16256.217717831762
High Street Kensington,South Woodford,0,2159,766,23135.733987421914
High Street Kensington,Southfields,5,2159,1351,7197.116647232552
High Street Kensington,Southgate,0,2159,874,20860.3397296112
High Street Kensington,Southwark,5,2159,10326,6940.1511460623215
High Street Kensington,St. James's Park,100,2159,13339,4872.6551117637255
High Street Kensington,St. John's Wood,4,2159,3982,7571.767398984836
High Street Kensington,St. Paul's,19,2159,13446,8232.371285352461
High Street Kensington,Stamford Brook,1,2159,784,5248.7934134304915
High Street Kensington,Stanmore,0,2159,983,23509.310300110308
High Street Kensington,Stepney Green,0,2159,1879,12549.03670432673
High Street Kensington,Stockwell,2,2159,1623,7827.371913178435
High Street Kensington,Stonebridge Park,0,2159,729,9120.406922008531
High Street Kensington,Stratford,14,2159,55954,16366.471141216587
High Street Kensington,Sudbury Hill,0,2159,277,16326.434097349707
High Street Kensington,Sudbury Town,0,2159,218,14709.43902385206
High Street Kensington,Swiss Cottage,1,2159,2598,8541.68664520432
High Street Kensington,Temple,42,2159,6780,6905.330758725719
High Street Kensington,Theydon Bois,0,2159,98,34390.807976550466
High Street Kensington,Tooting Bec,0,2159,1239,12822.473525177586
High Street Kensington,Tooting Broadway,3,2159,4506,13897.396852000038
High Street Kensington,Tottenham Court Road,22,2159,19126,5787.690977074635
High Street Kensington,Tottenham Hale,1,2159,3239,16212.451724942022
High Street Kensington,Totteridge & Whetstone,0,2159,287,20454.943591227962
High Street Kensington,Tower Hill,60,2159,8286,9666.350779088083
High Street Kensington,Tufnell Park,1,2159,557,10091.288848990727
High Street Kensington,Turnham Green,4,2159,1515,5853.547520695498
High Street Kensington,Turnpike Lane,0,2159,992,15090.704929612735
High Street Kensington,Upminster,0,2159,1132,34777.378234662625
High Street Kensington,Upminster Bridge,0,2159,568,33466.63440049837
High Street Kensington,Upney,0,2159,485,23765.0170837488
High Street Kensington,Upton Park,1,2159,1642,18675.175353911345
High Street Kensington,Uxbridge,2,2159,4316,28296.317497641423
High Street Kensington,Vauxhall,14,2159,16242,6320.5339938901425
High Street Kensington,Victoria,45,2159,33251,4095.3677370945975
High Street Kensington,Walthamstow Central,2,2159,5271,19185.594232417247
High Street Kensington,Wanstead,0,2159,419,21829.18239693639
High Street Kensington,Warren Street,7,2159,17309,6063.090908499811
High Street Kensington,Warwick Avenue,2,2159,1174,4542.050891754568
High Street Kensington,Waterloo,17,2159,23466,6283.735978626001
High Street Kensington,Watford,0,2159,961,35115.31061983034
High Street Kensington,Wembley Central,0,2159,1327,10838.49813850678
High Street Kensington,Wembley Park,7,2159,5759,16233.712926686187
High Street Kensington,West Acton,0,2159,488,8821.592618058201
High Street Kensington,West Brompton,19,2159,5859,1868.2133415504215
High Street Kensington,West Finchley,0,2159,91,18031.348707072848
High Street Kensington,West Ham,1,2159,5487,16424.21168630197
High Street Kensington,West Hampstead,0,2159,5856,9723.177848679894
High Street Kensington,West Harrow,0,2159,122,20981.489865751577
High Street Kensington,West Kensington,1,2159,1345,2244.883327285773
High Street Kensington,West Ruislip,0,2159,194,20443.30737217005
High Street Kensington,Westbourne Park,0,2159,1347,5516.111356372638
High Street Kensington,Westminster,60,2159,15466,5433.393418122282
High Street Kensington,White City,4,2159,5966,3872.484580340287
High Street Kensington,Whitechapel,4,2159,17633,11468.893656555621
High Street Kensington,Willesden Green,0,2159,830,11923.83249742356
High Street Kensington,Willesden Junction,0,2159,4165,6478.281335076178
High Street Kensington,Wimbledon,65,2159,6295,10212.605591145839
High Street Kensington,Wimbledon Park,1,2159,596,8556.732571657976
High Street Kensington,Wood Green,1,2159,2146,16021.518083736646
High Street Kensington,Wood Lane,0,2159,1578,5670.523084422532
High Street Kensington,Woodford,0,2159,706,24847.67779914083
High Street Kensington,Woodside Park,0,2159,745,18977.835258639465
Highams Park,Acton Central,0,2941,750,24555.68214064521
Highams Park,Barking,4,2941,7004,15973.351114187077
Highams Park,Bethnal Green,59,2941,4660,11920.66130785335
Highams Park,Brockley,0,2941,468,22721.62638854605
Highams Park,Bruce Grove,0,2941,350,9405.887107441786
Highams Park,Bush Hill Park,0,2941,176,14929.656326458544
Highams Park,Caledonian Road & Barnsbury,1,2941,1668,14350.466637230273
Highams Park,Cambridge Heath,5,2941,458,11088.78678336142
Highams Park,Camden Road,8,2941,3784,16115.018099003111
Highams Park,Canonbury,0,2941,846,14517.98342925892
Highams Park,Cheshunt,0,2941,116,22569.372722406177
Highams Park,Chingford,26,2941,237,2859.872848829918
Highams Park,Clapham Junction,0,2941,4969,27903.928030399602
Highams Park,Clapton,48,2941,427,7690.266704137899
Highams Park,Crouch Hill,0,2941,404,11162.411520833572
Highams Park,Dalston Kingsland,2,2941,2091,15699.150843572175
Highams Park,Edmonton Green,1,2941,783,13017.678568710837
Highams Park,Enfield Town,3,2941,749,16336.51968592036
Highams Park,Finchley Road & Frognal,0,2941,1529,16636.566962575194
Highams Park,Gospel Oak,0,2941,2025,14277.510312451315
Highams Park,Gunnersbury,0,2941,4775,26724.993130677984
Highams Park,Hackney Downs,87,2941,835,9183.373708352743
Highams Park,Hackney Wick,6,2941,1263,18290.929351807714
Highams Park,Haggerston,0,2941,1184,16689.843530447917
Highams Park,Hampstead Heath,1,2941,2792,15216.055415022889
Highams Park,Harlesden,0,2941,1668,22637.49713768685
Highams Park,Harringay Green Lanes,0,2941,544,9655.800833317424
Highams Park,Harrow & Wealdstone,0,2941,1335,31305.17826210194
Highams Park,Highbury & Islington,0,2941,25385,13536.877196329619
Highams Park,Homerton,5,2941,1998,18024.476664619557
Highams Park,Hoxton,0,2941,2181,17524.425109572654
Highams Park,Imperial Wharf,0,2941,2049,25700.200248329784
Highams Park,Kensal Rise,0,2941,1376,19861.106644378015
Highams Park,Kensington,0,2941,2252,24781.968342233205
Highams Park,Kentish Town West,0,2941,1128,15368.65279813965
Highams Park,Kew Gardens,0,2941,792,28505.21560902967
Highams Park,Leytonstone High Road,3,2941,314,9924.628946870911
Highams Park,Liverpool Street,1376,2941,61122,14327.853835385358
Highams Park,London Fields,9,2941,790,10109.366710386836
Highams Park,New Cross Gate,0,2941,1340,21492.577898639338
Highams Park,Richmond,0,2941,5397,30673.33584476772
Highams Park,South Acton,0,2941,975,25708.178919221078
Highams Park,St James Street,28,2941,184,4917.5828393607535
Highams Park,Stoke Newington,1,2941,479,10410.131917128982
Highams Park,Stratford,0,2941,55954,16718.010465442305
Highams Park,Surrey Quays,0,2941,1005,19410.85936816886
Highams Park,Turkey Street,1,2941,458,18689.73324641111
Highams Park,Upper Holloway,0,2941,898,12377.313245985599
Highams Park,Walthamstow Central,1218,2941,5271,3946.905574574003
Highams Park,Wanstead Park,1,2941,416,11843.926641842594
Highams Park,Wembley Central,0,2941,1327,25850.52756941777
Highams Park,West Brompton,0,2941,5859,24123.035555250306
Highams Park,West Hampstead,0,2941,5856,17267.211145316563
Highams Park,White Hart Lane,2,2941,641,10619.31433690085
Highams Park,Whitechapel,0,2941,17633,16022.447081678765
Highams Park,Willesden Junction,0,2941,4165,21490.310765987168
Highams Park,Wood Street,43,2941,404,2579.1904043276404
Highams Park,Woodgrange Park,3,2941,242,13164.708477549117
Highbury & Islington,Acton Central,35,23714,750,14845.686196880099
Highbury & Islington,Acton Town,3,23714,2202,17165.184821458784
Highbury & Islington,Aldgate,4,23714,7782,6764.110382996118
Highbury & Islington,Aldgate East,0,23714,7932,7007.887919744879
Highbury & Islington,Alperton,0,23714,741,22138.222429303176
Highbury & Islington,Amersham,0,23714,256,41906.433591101086
Highbury & Islington,Anerley,9,23714,173,19232.550757283712
Highbury & Islington,Angel,6,23714,8103,3762.1072757597703
Highbury & Islington,Archway,3,23714,2193,7879.766116208821
Highbury & Islington,Arnos Grove,22,23714,748,9285.568210091282
Highbury & Islington,Arsenal,2,23714,315,2830.0706272345296
Highbury & Islington,Baker Street,180,23714,14973,5068.013001165608
Highbury & Islington,Balham,13,23714,3814,14708.267319076484
Highbury & Islington,Bank and Monument,6,23714,78549,6384.778371544035
Highbury & Islington,Barbican,11,23714,9134,4900.685460756157
Highbury & Islington,Barking,0,23714,7004,15050.859754283269
Highbury & Islington,Barkingside,0,23714,262,18992.99672667859
Highbury & Islington,Barons Court,30,23714,2956,12073.27710039069
Highbury & Islington,Bayswater,0,23714,615,8790.222283168676
Highbury & Islington,Becontree,0,23714,456,18345.295595149295
Highbury & Islington,Belsize Park,10,23714,2255,6875.582577761731
Highbury & Islington,Bermondsey,2,23714,3172,9359.278406867197
Highbury & Islington,Bethnal Green,0,23714,4660,8449.234156375316
Highbury & Islington,Blackfriars,1,23714,10849,7506.149346207387
Highbury & Islington,Blackhorse Road,157,23714,2955,8030.983111854516
Highbury & Islington,Bond Street,94,23714,20967,5786.2732949190595
Highbury & Islington,Borough,0,23714,3254,7786.070657406465
Highbury & Islington,Boston Manor,3,23714,892,20676.85274972979
Highbury & Islington,Bounds Green,34,23714,778,7931.320783329238
Highbury & Islington,Bow Road,0,23714,1193,8992.89806029615
Highbury & Islington,Brent Cross,4,23714,450,11954.343451752928
Highbury & Islington,Brixton,181,23714,5084,12275.01581064461
Highbury & Islington,Brockley,57,23714,468,12957.768956599197
Highbury & Islington,Bromley-by-Bow,0,23714,1613,10001.663068453292
Highbury & Islington,Brondesbury,79,23714,712,8406.430571096287
Highbury & Islington,Brondesbury Park,98,23714,895,9148.60132145687
Highbury & Islington,Buckhurst Hill,0,23714,228,18218.6317011056
Highbury & Islington,Burnt Oak,5,23714,649,16546.858781300485
Highbury & Islington,Bushey,0,23714,456,28998.322556734296
Highbury & Islington,Caledonian Road,3,23714,1803,4112.075364360127
Highbury & Islington,Caledonian Road & Barnsbury,113,23714,1668,813.5894409006538
Highbury & Islington,Cambridge Heath,0,23714,458,9281.108680867246
Highbury & Islington,Camden Road,412,23714,3784,2578.1409026734914
Highbury & Islington,Camden Town,24,23714,6348,4843.7263025562315
Highbury & Islington,Canada Water,160,23714,20443,9097.495292062466
Highbury & Islington,Canary Wharf,52,23714,58772,10423.194110525887
Highbury & Islington,Canning Town,0,23714,15428,10772.38508158385
Highbury & Islington,Cannon Street,0,23714,4698,6714.086054552553
Highbury & Islington,Canonbury,158,23714,846,981.1062329293018
Highbury & Islington,Canons Park,2,23714,526,19998.62149504601
Highbury & Islington,Carpenders Park,0,23714,340,27035.41471278526
Highbury & Islington,Chalfont & Latimer,0,23714,554,38520.76729376088
Highbury & Islington,Chalk Farm,8,23714,1329,5837.492179429839
Highbury & Islington,Chancery Lane,21,23714,15391,4724.182072524475
Highbury & Islington,Charing Cross,110,23714,7016,5619.219447393738
Highbury & Islington,Chesham,0,23714,243,44836.652282269686
Highbury & Islington,Chigwell,0,23714,148,19466.106335109533
Highbury & Islington,Chingford,0,23714,237,16396.750045159537
Highbury & Islington,Chiswick Park,1,23714,1517,15893.029023451874
Highbury & Islington,Chorleywood,0,23714,702,35007.91300812173
Highbury & Islington,Clapham Common,16,23714,2020,12283.34818239725
Highbury & Islington,Clapham High Street,0,23714,1296,17747.31821236351
Highbury & Islington,Clapham Junction,1,23714,4969,14916.776179973178
Highbury & Islington,Clapham North,14,23714,1238,11640.594114787858
Highbury & Islington,Clapham South,12,23714,1513,13535.65514623974
Highbury & Islington,Clapton,0,23714,427,11277.120414428528
Highbury & Islington,Cockfosters,11,23714,262,14474.300891639698
Highbury & Islington,Colindale,26,23714,2081,15240.45902526739
Highbury & Islington,Colliers Wood,4,23714,865,18038.701007068827
Highbury & Islington,Covent Garden,100,23714,4355,4791.631493758729
Highbury & Islington,Croxley,0,23714,340,30969.44756371376
Highbury & Islington,Crystal Palace,32,23714,499,19345.00878302623
Highbury & Islington,Dagenham Heathway,0,23714,1108,19773.47220632277
Highbury & Islington,Dalston Junction,361,23714,1289,2344.955838008403
Highbury & Islington,Dalston Kingsland,437,23714,2091,2162.2736472425577
Highbury & Islington,Debden,0,23714,865,22106.184086565125
Highbury & Islington,Denmark Hill,0,23714,2612,14505.356292937671
Highbury & Islington,Dollis Hill,6,23714,847,11003.961608164358
Highbury & Islington,Ealing Broadway,34,23714,4846,18662.559740617307
Highbury & Islington,Ealing Common,1,23714,915,18191.797156025747
Highbury & Islington,Earl's Court,34,23714,6613,10568.504481351523
Highbury & Islington,East Acton,9,23714,1505,14053.722140602205
Highbury & Islington,East Finchley,7,23714,1253,11218.96589063199
Highbury & Islington,East Ham,0,23714,2062,12628.576101536344
Highbury & Islington,East Putney,8,23714,1877,14833.93963186791
Highbury & Islington,Eastcote,0,23714,364,23023.834875000466
Highbury & Islington,Edgware,5,23714,772,18064.973260554187
Highbury & Islington,Edgware Road,116,23714,6868,6102.8318585554825
Highbury & Islington,Elephant & Castle,3,23714,6427,8298.348769260605
Highbury & Islington,Embankment,56,23714,10220,5959.545278216864
Highbury & Islington,Epping,0,23714,498,28053.571378747438
Highbury & Islington,Euston,589,23714,16800,3470.1502015738038
Highbury & Islington,Euston Square,12,23714,8093,3621.262016266339
Highbury & Islington,Fairlop,0,23714,182,20161.702782837125
Highbury & Islington,Farringdon,133,23714,25592,4439.782991167383
Highbury & Islington,Finchley Central,19,23714,1921,13589.504853168673
Highbury & Islington,Finchley Road,9,23714,3417,8312.938382874552
Highbury & Islington,Finchley Road & Frognal,196,23714,1529,6926.571018810082
Highbury & Islington,Finsbury Park,958,23714,6769,2057.3201095019413
Highbury & Islington,Forest Hill,48,23714,608,15950.11293179867
Highbury & Islington,Fulham Broadway,32,23714,4200,12078.634586679129
Highbury & Islington,Gants Hill,0,23714,601,15504.708136677551
Highbury & Islington,Gloucester Road,34,23714,5194,9658.402450919746
Highbury & Islington,Golders Green,18,23714,1871,10439.254996753882
Highbury & Islington,Goldhawk Road,4,23714,370,11782.979321479535
Highbury & Islington,Goodge Street,27,23714,6457,4614.822170775703
Highbury & Islington,Gospel Oak,169,23714,2025,4567.514368686203
Highbury & Islington,Grange Hill,0,23714,76,20813.009588149547
